,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Expected Delivery,Availability,Returns/Exchange,Other Details
128,Brand: ITAPALJI,ITAPALJI String Acoustic Guitar | Adjustable Tunning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids,-,-,₹ 759.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
129,Brand: DIKUJI ENTERPRISE,DIKUJI ENTERPRISE Classical Series Guitar Musical Instrument for Beginners Kids (Small),-,-,₹ 449.00,"FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"It improve kids musical skills. Please check sold by Toyvilla
It helps to increase intellectual development for kids.
This Guitar Toy is good for Kids only, made of nontoxic ABS Plastic, with wooden finishing.
› See more product details"
130,Brand: Epiphone,Epiphone SG Special VE Electric Guitar Cherry,,142 ratings,"₹ 17,935.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Body Body shape: Single cutaway Body type: Solid body Body material: Solid wood Body wood: Poplar Body finish: Satin Orientation: Right handed Neck Neck shape: '60s SlimTaper D Neck wood: Mahogany Joint: Bolt-on Scale length: 24.75 in. Truss rod: Standard Neck finish: Satin Fretboard Material: Rosewood Radius: 14 in. Fret size: Medium jumbo Number of frets: 22 <br
› See more product details"
131,Brand: ISLA,ISLA Guitar Toys for Kids Four String Acoustic Guitar Musical Sound Toys for Kids (17 Inches)(Multicolor),-,-,₹ 889.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Very Crisp and Clear Sound of Strings
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 17 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years.
› See more product details"
132,Brand: Medellin,Medellin Linden Wood Acoustic Guitar(Sunburst),-,-,"₹ 2,799.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 12 mins Details",Only 1 left in stock.,7 Days Replacement,"Colour: Sunburst
Material: Linden Wood
Easy To Use
› See more product details"
133,Brand: Asago,Asago 4 String Children's Musical Guitar Instrument For Beginner Educational Toy Guitar Musical Sound Toys Best Gift for Children,-,-,₹ 799.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"♥ This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning
♥ It is fully functional with all the tuning keys and playable this children's sized acoustic guitar toy is ideal for children to get the correct posture and learn how to play different notes
♥ Helps kids have fun and stimulate and develop their talent and interest this guitar is 24 inches in length
♥ String which are tune-able. A very good toy for kids who are willing to learn guitar.
♥ This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning
♥ This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.
♥ Helps kids have fun and stimulate and develop their talent and interest this guitar is 24 inches in length
› See more product details"
134,Brand: FLAMIZ,FLAMIZ Kids Guitar Musical Toy with Microphone Guitar for Kids Boys 10 Years Girls Learning to Play with mic Mike Microphone Toy - Multi - [Premium Edition],-,-,₹ 849.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🎸🎤 3 AA batteries required not included
🎸🎤 Includes melodies, pre-loading tunes, lightning effect and with microphone(mic)
🎸🎤 Beautiful melody sing along battery operated toy guitar Design and color as per availability
🎸🎤 Easy to use and play. Just remove from the box and nothing complicated about this. Wear with suitable shoes on and It is easily understandable and not complex. The child will not need adult supervision and can easily play alone or along with friends. No assembly required on this toy. It is ready-to-use, playing has never been so much fun!
🎸🎤 This toy is sustainable and reusable. Made from material that is toxin free. It can be passed down in the family among younger children. An environment-friendly alternative to sit and play in the comforts of home rather than indulging in eye hurting screen time that the children partake in for hours. Also easy to travel with, can be carried anywhere, it is a Durable Long-Term Companion.
› See more product details"
135,Brand: Havana,Havana AAG-39 Inch Cutaway Acoustic Guitar (Red Burst),-,-,"₹ 4,699.00",FREE delivery,Only 2 left in stock.,7 Days Replacement,"Spruce Top
Truss rod
Full die-cast machine head
Polish varnish
21 frets
› See more product details"
136,Visit the Guitar Bro Store,"GUITAR BRO - Guitar Learning Combo (30 Day Learning Kit + 4 Live 1-on-1 Classes (each class is 20 mins, Access Key Inside the Kit), Acoustic Guitars Accessories, Picks, Songbook, Videos)",,6 ratings,"₹ 2,499.00","FREE delivery: Wednesday, May 5 Details",In stock.,7 Days Replacement,"30 Day Learning Kit
Acoustic Guitars Accessories, Picks, Songbook, Videos
Each class is 20 mins
› See more product details"
137,Brand: SPA,Green : Aroma AHF-03 Portable Guitar Bass Piano Hand and Finger Exerciser Medium Tension Hand Grip Trainer,-,-,₹ 699.00,FREE delivery: April 23 - 24 Details,In stock.,7 Days Replacement,
138,Brand: Wytino,"Guitar Pick Box, Pure Natural Wood Durable to Guarantee Pick Box Set, Music Lovers for Home Christmas Gifts Guitar Accessories",-,-,"₹ 3,599.00",FREE delivery: May 14 - 18 Details,Usually dispatched in 3 to 4 days.,7 Days Replacement,"This wooden storage box is easy to store and carry picks, which can prevent the pick from dust, press and lost
Using pure natural wood, no toxic or harm to human body, durable to guarantee a long service life
Have strong abrasion resistance, using advanced technology to bring exquisite workmanship
Made of high quality wood material, sturdy and firm with fine smooth surface
A perfect guitar music gift for guitarists or music lovers contain 6 guitar picks and 1 storage box
Warranty not applicable for this product
› See more product details"
139,Brand: LME,"Laxmi Musical Electronics - Acoustic Pickup for veena, Violin, Guitar and All Acoustic String Instruments",,2 ratings,₹ 599.00,"FREE delivery: Thursday, April 22 Details",In stock.,7 Days Replacement,"Turn your acoustic guitar into an acoustic-electric without expensive modifications
Easy to install: can be clip-on to guitar sound hole and connect the audio input with a standard 1/4"" connector. Clip On Guitar Pickup installation: clamped to the sound hole in parallel with the wire.
will turn your acoustic music more powerful and electric
Suitable for acoustic guitar length: 36 inch - 41 inch Suitable for acoustic guitar length: 36 inch - 41 inch Durable, Flexible and Easy To Play
Made Of Alloy And Copper Material. Captures mechanical vibrations and converts them to an electrical signal which can then be amplified, recorded, or broadcast.
› See more product details"
140,Visit the SG Musical Store,SG Musical Acoustic Acoustic Guitar Single 1st E String 1ST Guitar String (1 Strings),,1 rating,₹ 189.00,"FREE delivery: Tuesday, April 27 on orders over ₹ 499.00 shipped by Amazon Details",In stock.,7 Days Replacement,"Type: Acoustic
Material: Silver
Brand : SG Musical
Quality Product
100% Satisfaction
› See more product details"
141,Brand: KINDRED,"KINDRED™ Musical Guitar,4-String Musical Instrument Learning Toy,Children's Educational Musical Instrument Toy for Kids, Child for Learning with Brown Color Best Gift for Boys & Girls (18 Inches)",-,-,₹ 795.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
This acoustic guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance. this is not a professionally manufactured guitar, just a toy for children. recommended for ages above 6 years
Functional guitar with tuning keys and playable.
4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
A perfect gift: Helps kids have fun and stimulate and develop their talent & interest.
› See more product details"
142,Brand: ITAPALJI,ITAPALJI 22 inches 4 String Wooden Finish Acoustic Musical Guitar with Adjustable Tuning Knobs | Classical Guitar Toy | Musical Instrument Learning Toy for Kids,-,-,₹ 749.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
143,Brand: ITAPALJI,"ITAPALJI 4-String Acoustic Guitar Learning Toy For Kids(Brown, 18-inch)",-,-,₹ 749.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
144,Brand: Belear,"Belear I-280-WBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag,and Picks",-,-,"₹ 3,600.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone
Comfortable playability for beginners
Blue colour with Brush finishing
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
145,Visit the Ibanez Store,"Ibanez Acoustic Guitar MD39C Right Handed Cutaway Guitar - Natural With Bag, Belt, Plectrums Complete Pack.",,14 ratings,"₹ 7,999.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Type - Acoustic Guitar with cutaway Model - MD39C Fret with truss rod
Top - Spruce Back & Sides - Nato
Size - 39 inches Number of Strings - 6
Number of Frets - 20
Fingerboard Material - Rosewood Finish -Natural
› See more product details"
146,Brand: JUAREZ,"JUAREZ Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Black",,4 ratings,"₹ 5,505.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 39 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Black"
147,Visit the GIVSON Store,Givson Venus Special VS-BKM 6-String Cutaway Right Hand Acoustic Guitar with Bag (Black),,66 ratings,"₹ 4,397.00","FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"About this item
6-Strings, Acoustic Guitar , Right-Handed, Black Matt, with Guitar Cover/Bag
41"" Cut-A-Way Guitar
Colour : Black"
148,Brand: HS INTERNATIONAL,HS INTERNATIONAL Music Toy Guitar Music and Lights Rock Band Guitar for Kids (Music And Light Guitar),-,-,₹ 579.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"Material: Plastic, Colour: Multi Color, Dimensions: 53.8 x 19.2 x 5.4 cm
INSPIER CHILD'S MUSIC TALENT - This is a great guitar for starters at an early age, meanwhile training hand-eye coordination, motor coordination.
RECOMMENDED AGE - This is a toy guitar, suitable for 3-4 years old toddlers, kids, come with back strap, easy to carry.
ENJOYMENT - Kids will get a lot of enjoyment out of this cute guitar, the guitar makes fun sounds and flashes lights while playing.
ELECTIR GUITAR: Powered by 3 AA battery [package not included]
TURN YOUR KID INTO ROCKSTAR: This Musical guitar will surely turn your kids into a Rockstar. Gift them this guitar and let their Rockstar pop out. This toy is children friendly and are recommended for kids of 3+ years.
MULTI-COLORED: Let your kid enjoy with this colored musical toy instrument. This toy is children friendly and are recommended for kids of 3+ years. Let your kid enjoy with this red & black colored musical toy instrument.
Show More"
149,Brand: Pluto,Pluto HW41C-201 41-inch Cutaway Acoustic Guitar (Sunburst),,7 ratings,"₹ 6,184.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
41-inch acoustic guitar cutaway
Spruce top
Rosewood fingerboard
If you are a music lover and a fan of acoustic guitars in particular, then this guitar from the house of Pluto is a must buy"
150,Brand: Belear,"Belear I-280-WBL Couturier 38 Inch Blue Cutaway Acoustic Guitar With Bag,Strap String and Picks",-,-,"₹ 3,600.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility
Linden back & sides produces rich, warm lows and sweet sustain.
Catalpa neck, Rosewood fretboard with truss rod
Offers bright, responsive & balanced tone.
Comfortable playability for beginners.
Blue colour with Brush finishing.
Skilfully craftsmanship and the innovative design of the highest quality
› See more product details"
151,Brand: Belear,Belear I-280-CTBS Couturier 38 Inch Tobacco Brown Sunburst Cutaway Acoustic Guitar With Bag and Picks,-,-,"₹ 2,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar.
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes.
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Tobacco Brown Sunburst color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
152,Brand: Belear,Belear I-280-CBLK Couturier 38 Inch Black Cutaway Acoustic Guitar With Bag and Picks,-,-,"₹ 2,549.00",FREE delivery: April 26 - 27 Details,Only 1 left in stock.,7 Days Replacement,"Premium 38 Inch single cutaway acoustic guitar
Top, back, and sides are made from Carbon fiber
Catalpa neck with Rosewood fretboard.
Carbon fiber is famous for resonant, tough, and resistant to temperature and humidity changes
Full scale length with easy access to the upper frets.
Ultimate versatile guitar is suitable for both experts and beginners.
Black color with matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
153,Visit the YAMAHA Store,"YAMAHA Mexa Yamaha F310, Dreadnought Acoustic Guitar with Sponge Bag, Belt and Plectrums Combo Pack",,16 ratings,"₹ 12,499.00",FREE delivery: April 24 - 25 Details,In stock.,7 Days Replacement,"Dreadnought Acoustic Guitar
Durable Product
Includes Sponge Bag, Belt and Plectrums
› See more product details"
154,Brand: S.N.,"S.N. SHEELABEN ENTERP AccessoriesRISE 23"" 4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch",,2 ratings,₹ 787.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
The size of the guitar: 23inch
This acoustic guitar makes a great gift for kids lightweight, easy to has a nice appearance this is not a professionally manufactured guitar, just a toy for children recommended for ages above 6 years
Made from high quality abs materials, non-toxic paints, safer for children
› See more product details"
155,Brand: JUAREZ,"JUAREZ Belleza 39 Inch Acoustic Guitar Kit, Linden Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Brown Sunburst",,1 rating,"₹ 5,117.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Belleza 39 Inch Acoustic Guitar Kit, Linden Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Brown Sunburst"
156,Visit the JUAREZ Store,"JUAREZ 41 INCH GUITAR JRZ41NG/BK, BLACK",,4 ratings,"₹ 3,329.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
JUAREZ 41 INCH GUITAR JRZ41NG/BK, BLACK"
157,Brand: Belear,"Belear I-280-WBR Couturier 38 Inch Brown Cutaway Acoustic Guitar With Bag,Strap,String and Picks",-,-,"₹ 3,799.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility.
atalpa neck, Rosewood fretboard with truss rod.
Offers bright, responsive & balanced tone
Comfortable playability for beginners.
Linden back & sides produces rich, warm lows and sweet sustain
Skilfully craftsmanship and the innovative design of the highest quality
Brown color with Brush finishing.
› See more product details"
158,Brand: SAAN Life Science,SAAN Life Science 4-string Small Acoustic Guitar Musical Instrument Educational Learning kids Toy for Beginners - 23Inch,,2 ratings,₹ 849.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
This acoustic guitar makes a great gift for kids lightweight, easy to holdand has a nice appearance this is not a professionally manufactured guitar, just a toy for children recommended for ages above 6 years
The size of the guitar: 23inch
Made from high quality abs materials, non-toxic paints, safer for children
› See more product details"
159,Brand: RADHARAMAN,Radharaman Guitar 4-String Acoustic Guitar Musical Instrument for Learning (23 Inches)Brown,-,-,₹ 899.00,"FREE delivery: Saturday, April 24 Details",In stock.,7 Days Returnable,"Very Crisp and Clear Sound of Strings
4 String which are tune-able. A very good toy for kids who are willing to learn guitar.
The Guitar is made of very good quality plastic, adequate to produce a very crisp and clear sound from Guitar
The size of the guitar:
No batteries required, this is an unlimited fun toy for kids.
› See more product details"
160,Brand: ITAPALJI,"ITAPALJI String Acoustic Guitar | Adjustable Tunning Knob | Classical Guitar Toy | Musical Instrument Learning Toy for Kids (Brown, 18-inch)",-,-,₹ 749.00,"FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🔊This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
🔊It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
🔊Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
🔊This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.Recommended for ages above 6 years
🔊Can be use daily, Good for gift, Nice looking
› See more product details"
161,Brand: Toyvilla,Toyvilla™ 6 String Decor Guitar Children's Musical Instrument Educational Toy Guitar for Beginners Kids Childs (Color May Vary),-,-,"₹ 1,299.00","FREE delivery: Monday, April 26 Details",In stock.,7 Days Replacement,"🎸 Stylish Classic Guitar Produces Vibrant Sounds, Guitar Strings Are Tunable, String Tuning Mechanism Keeps Tuned Strings Tight.
🎸It Is Fully Functional With All The Tuning Keys And Playable. This Children's Sized Acoustic Guitar Toy Is Ideal For Children To Get The Correct Posture And Learn How To Play Different Notes.
🎸This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.This Guitar Has Good Sound Quality It's Very Clear. And The Strings Are Good Quality. Good Wooden Finishing, It Is Made Up Of Good Quality Plastic & Is Good For Playing And Learning.
🎸This Acoustic Guitar Makes A Great Gift For Kids. Lightweight, Easy To Hold, And Has A Nice Appearance, This Is Not A Professionally Manufactured Guitar, Just A Toy For Children.
🎸This Guitar Is Lightweight And Portable And Comes With Strap So That Your Future Rock Star Can Handle It Easily While Performing.
› See more product details"
162,Brand: Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Black,,193 ratings,"₹ 11,040.00","FREE delivery: Saturday, April 24 Details",Only 2 left in stock.,7 Days Replacement,"Dreadnought body style spruce top with scalloped ""x"" bracing, mahogany back and sides black, natural or sunburst gloss finish walnut fingerboard/bridge
Body back: Laminated mahogany body sides: Laminated mahogany body top: Spruce body finish: Gloss polyurethane body shape: Dreadnought bracing: Scalloped x rosette: White pearloid acrylic
Neck material: Mahogany neck binding: N/a neck finish: Gloss urethane neck shape: ""c"" shape scale length: 25.3"" (643 mm). Nut Width : 1.69"" (43 mm)
Hardware bridge: Walnut bridge pins: White with black dots hardware finish: Chrome tuning machines: Die-cast pickguard: 1-ply black
Miscellaneous strings: Fender dura-tone 880l coated 80/20 (.012-.052 gauge)
Fingerboard material: Walnut fingerboard radius: 11.81"" (300 mm) number of frets: 20 nut material: Graph tech nubone
Other features: Dual action truss rod, 3mm dot position inlays, black pickguard, white bridge pins and crushed acrylic rosette
Country of Origin: Indonesia
› See more product details"
163,Brand: TOYSWALA,Toyswala 4 Strings Plastic Musical Toy Ukulele Guitar for Kids Children (41 cm Brown/Peach Color),-,-,₹ 390.00,FREE delivery: May 1 - 2 Details,Only 1 left in stock.,7 Days Replacement,"This guitar has good sound quality and good wooden finishing it is made up of good quality plastic and is good for playing and learning
It is fully functional with all the tuning keys and playable this children's sized acoustic guitar toy is ideal for children to get the correct posture and learn how to play different notes
This acoustic guitar makes a great gift for kids lightweight, easy to holdand has a nice appearance this is not a professionally manufactured guitar, just a toy for children recommended for ages above 6 years
The perfect solution for beginners who want to learn to play guitar.An addicting instrument that can be taken everywhere The best gift for you , your family and friends
Package included: 1 Pc Toys Guitar ( 43 Cm). Material : Plastic. Color: Brown / Peach
› See more product details"
164,Brand: Giuson,"Giuson Diamond Black Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks",,2 ratings,"₹ 3,790.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"Inbuilt pick up to plug and play with amplifier, Bag,Strap,1 Set of Extra Strings and 2 Picks included
Great looks with an innovative design to produce good quality sound
100% Product Sold by K-Retail
41 inch Cut-A-Way Acoustic Guitar, Fret board: Rose Wood, String : Steel
Adjustable bridge and reinforced Truss Rod
› See more product details"
165,Brand: KETOSTICS,KETOSTICS rhythm guitar string set for acoustic guitars,,5 ratings,₹ 228.00,"FREE delivery: Sunday, April 25 Details",In stock.,7 Days Replacement,"Stainless Steel Material
Package - 6 strings
Best rhythm guitar string best quality
Steel Core and Coated Alloy Copper Wound
Superior Quality: Quality Product
› See more product details"
166,Visit the blueberry Store,"Blueberry B-40, 40"" Acoustic Guitar Kit with Bag,Belt, One Pack Strings & Picks (Sunburst)",,1 rating,"₹ 3,595.00",FREE delivery,In stock.,7 Days Replacement,"Material: Top: Spruce wood, Side & Back: - linden wood, Fingerboard:- Rosewood Wood
Bridge：Rosewood, Neck: Catalpa wood, Machine head: Chrome die cast, Binding: ABS, Finish: Gloss.
Truss Rod for better adjustment of Guitar Action , Size 40-inch,Stlye - Cutway, innovative design to produce good quality sound
Includes: 40"", Acoustic guitar with Belt, bag, string set and 2 picks
Note: Product design may slightly vary Due to Photography lighting effect
› See more product details"
167,Brand: Belear,"Belear I-370 38 Inch Red Spruce Cutaway Acoustic Guitar with Truss Rod With Bag, String, Strap and Picks",-,-,"₹ 3,599.00",FREE delivery: April 26 - 27 Details,In stock.,7 Days Replacement,"Premium single-cutaway design for playing convenience.
Solid Spruce top provides an ideal balance and between strength and flexibility.
Linden back & sides produces rich, warm lows and sweet sustain.
Catalpa neck, Rosewood fretboard with truss rod.
Offers bright, responsive & balanced tone.
Comfortable playability for beginners.
Red colour with Matte finishing.
Skilfully craftsmanship and the innovative design of the highest quality.
› See more product details"
168,Brand: APLINK,Aplink Multimedia Ampli Tube Guitar Interface Adaptor for iOS Devices iPhone/iPod/ipad (Black) (7 x 2 x 2 cm),,90 ratings,₹ 750.00,"FREE delivery: Saturday, May 1 Details",In stock.,7 Days Replacement,"Works on iPhone/iPod touch/iPad
Also works with line level signals from synthesizers, keyboards, mixers. Output can be connected to headphones, amplifiers, powered speakers, mixers
Real time guitar and bass mobile multiFX + recording app.
Single track recorder, with re-amping, expandable to full 4 tracks recording studio with master effects section through in-app purchase
Import and play up to 50 songs to be used as backing tracks directly from your iPod library or computer"
169,Brand: Tern,"Tern Kids Guitar Rockband for Your Upcoming Superstar, Battery Operated Music and Lights Rock Band Guitar for Kids Your Kids Will Have Fun - For Girls Assorted Colors For Girls",-,-,₹ 699.00,"₹ 70.00 delivery: Tuesday, April 27 Details",In stock.,7 Days Replacement,"☞ DEVELOPMENTAL BENEFITS - It's a perfect beginning guitar, and it's sized and outfitted for smaller players. Kids should feel encouraged and excited about playing music, and when they play an instrument designed especially for them, that musical spark can ignite.
THE ULTIMATE MUSICAL EXPERIENCE - This guitar has great sound and accurate intonation for an authentic musical experience. The guitar has a comfortable, thin profile body, and great tone. The neck has thin frets and low string action so it's easy for small hands to press strings down to form notes and chords. The steel-reinforced neck stands up to enthusiastic playing.
☞ DIFFERENT LEARNING MODES FOR EDUCATIONAL FUN - Products nurture children's natural enthusiasm for music through engaging, enriching and fun products that encourage young players to explore music through play. Making music also enables your child to experience cause and effect first hand. Your child can experiment with the guitar's different sounds and experiment with their own ideas.
☞ TOP FEATURES - This guitar is a fantastic toy for your little rock star. Your little one will discover how to make different sounds and is a great inspiration for learning a musical trait later on.The electric Rockstar Guitar is great for imaginative play too - your child can pretend to be a real rock star
☞ PRODUCT DESCRIPTION - Material:Plastic, Powered by: 3 x AA batteries(Not Included)
› See more product details"
170,Visit the Kadence Store,"Kadence Frontier Series,Blue Acoustic Guitar With Die Cast Keys Super Combo,Tuner,Capo,Bag,strap,strings,Stand and 3 picks)",,225 ratings,"₹ 5,499.00","FREE delivery: Friday, April 23 Details
Fastest delivery: Wednesday, April 21
Order within 1 hr and 7 mins Details",In stock.,7 Days Replacement,"About this item
Product Type : Acoustic Guitar
Brand:Kadence,Fretboard material:Rosewood,Number of strings:6
Type:Acoustic Guitar,Body material:Spruce Wood
String Type : Roundwound Strings,String Gauge : Stainless Steel
Equalizer : No"
171,Brand: JUAREZ,"JUAREZ Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst",,1 rating,"₹ 5,052.00","FREE delivery: Saturday, April 24 Details",In stock.,7 Days Replacement,"About this item
Juarez Arpeggio 41 Inch Acoustic Guitar Kit, Spruce Top, Rosewood Fretboard & Bridge, Truss Rod, Chrome Die Cast Machine Tuners, Blue Sunburst"
172,Brand: HRB MUSICALS,HRB MUSICALS GUITAR FLOOR STAND +GUITAR CAPO + ALICE STRING SET + AND GUITAR STRING WINDER,,4 ratings,₹ 629.00,"FREE delivery: Wednesday, April 28 Details",In stock.,7 Days Replacement,"For guitar floor stand its solid body ,string set, capo, string winder Its Fits Perfectly on Electric and Acoustic Guitars, Ukulele, Banjo, Bass, Folk Guitars and Mandolin EASY TO MOVE & USE - Super Fast to Change Between Frets. Quickly and Easily Releases and Repositions With One Hand Without Disturbing Tuning NO SCRATCHES OR FRET BUZZ- High Quality Silicone Pad Will Protect Your Instrument Against Damage. Steel Spring with Internal Memory. It Puts Just Enough Pressure on the Instrument
› See more product details"
173,Brand: DEVICE OF URBAN INFOTECH,DEVICE OF URBAN INFOTECH Tuning Peg Silver for Acoustic Guitar Parts Tuners Keys Semi-closed Guitar String Tuning Pegs Tuner Machine Heads Knobs Tuning Keys for Acoustic & Electric Guitar 3R+3L(6 PCS),,3 ratings,₹ 499.00,FREE delivery,In stock.,7 Days Replacement,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable
› See more product details"
